leaseID,startDate,endDate,durationMonths,leaseCondition,email,transactionID,discountID
L00828,2025-06-01,2027-06-02,24,Multipurpose,alicia.salazar613@hotmail.com,TR01292,
L00829,2025-05-09,2027-09-18,28,Climate Controlled,jason.cooper3090@yahoo.com,TR02616,D008
L00830,2025-06-27,2026-07-15,13,Multipurpose,samantha.morgan5347@yahoo.com,TR02369,
L00831,2024-12-08,2024-12-08,0,Standard,brenda.lang2217@yahoo.com,TR00759,
L00832,2025-07-03,2027-09-02,26,Climate Controlled,jessica.wood946@hotmail.com,TR00106,D001
L00833,2024-02-13,2025-01-09,11,Vehicle Storage,john.taylor2599@gmail.com,TR01833,
L00834,2023-12-31,2024-09-25,9,Vehicle Storage,lisa.flores3630@yahoo.com,TR01832,
L00835,2025-02-19,2026-11-16,21,Multipurpose,rebecca.watkins1221@gmail.com,TR00216,
L00836,2025-03-12,2026-02-19,11,Climate Controlled,lori.travis4808@hotmail.com,TR01472,
L00837,2023-12-21,2025-11-27,23,Multiple Access,theresa.lawrence9405@yahoo.com,TR02971,
L00838,2024-09-10,2027-10-17,37,Climate Controlled,natasha.dyer1925@hotmail.com,TR02734,
L00839,2025-07-23,2026-04-08,9,Multipurpose,angela.lewis1919@yahoo.com,TR01405,D007
L00840,2024-04-03,2024-09-25,5,Vehicle Storage,amy.reed9163@hotmail.com,TR00342,
L00841,2023-11-19,2024-04-04,5,Multipurpose,kenneth.gibbs2870@yahoo.com,TR02212,
L00842,2024-07-24,2026-01-16,18,Climate Controlled,andrew.phillips9476@gmail.com,TR00065,
L00843,2024-02-28,2024-07-29,5,Standard,chris.stewart8860@yahoo.com,TR00612,
L00844,2024-08-01,2024-12-02,4,Multipurpose,brian.walsh5802@hotmail.com,TR02489,
L00845,2024-06-05,2027-01-12,31,Multiple Access,joshua.robinson3916@yahoo.com,TR01055,
L00846,2025-01-26,2026-07-06,18,Multipurpose,mark.bates678@gmail.com,TR01582,D009
L00847,2025-08-03,2026-10-10,14,Standard,candice.harrison8642@hotmail.com,TR01168,
L00848,2025-10-17,2027-08-05,22,Standard,phillip.mack370@yahoo.com,TR00052,
L00849,2025-06-15,2025-11-14,5,Vehicle Storage,sandra.watts4789@gmail.com,TR01816,
L00850,2025-02-28,2026-06-02,16,Vehicle Storage,melanie.robinson1391@gmail.com,TR02146,
L00851,2025-08-14,2025-09-17,1,Vehicle Storage,jessica.baker9570@hotmail.com,TR01745,
L00852,2025-06-12,2027-05-07,23,Multiple Access,michelle.ellis9273@gmail.com,TR02689,
L00853,2025-02-11,2027-09-19,31,Climate Controlled,amy.shaw5036@gmail.com,TR01461,
L00854,2024-06-14,2026-07-10,25,Climate Controlled,brittany.richardson8304@yahoo.com,TR00881,
L00855,2024-12-18,2025-10-28,10,Standard,john.gibbs3477@hotmail.com,TR02271,D009
L00856,2025-06-10,2025-12-24,6,Standard,anna.martinez9075@gmail.com,TR01242,
L00857,2023-12-04,2024-09-09,9,Climate Controlled,jean.castillo9271@yahoo.com,TR02116,
L00858,2024-09-02,2025-01-17,4,Multipurpose,angelica.hunt1715@hotmail.com,TR01241,D004
L00859,2024-10-29,2026-01-19,15,Climate Controlled,mark.johnson9685@yahoo.com,TR00481,
L00860,2024-08-28,2025-07-03,11,Climate Controlled,charles.stevens542@yahoo.com,TR02524,
L00861,2023-12-17,2026-04-22,28,Multiple Access,christina.mason9753@hotmail.com,TR02537,
L00862,2025-04-16,2026-09-10,17,Multipurpose,michelle.finley1128@gmail.com,TR00276,
L00863,2024-10-15,2025-09-18,11,Standard,theresa.washington5596@hotmail.com,TR01074,
L00864,2025-04-12,2026-12-28,20,Multiple Access,sharon.figueroa4946@hotmail.com,TR02389,
L00865,2024-05-21,2027-06-19,37,Vehicle Storage,mary.walton536@gmail.com,TR00115,D010
L00866,2024-06-02,2027-05-20,35,Vehicle Storage,timothy.williams74@yahoo.com,TR01377,
L00867,2024-02-02,2027-01-26,35,Standard,heidi.myers982@yahoo.com,TR02622,D008
L00868,2024-03-29,2026-05-05,26,Multiple Access,patricia.hall2869@gmail.com,TR02279,
L00869,2025-09-27,2026-09-05,12,Climate Controlled,mary.lewis9231@hotmail.com,TR00382,D010
L00870,2024-12-25,2026-03-28,15,Vehicle Storage,wayne.huff1078@yahoo.com,TR01654,
L00871,2024-11-13,2024-12-30,1,Multipurpose,deborah.weaver2134@gmail.com,TR02198,
L00872,2025-09-23,2026-06-19,9,Standard,jeffery.matthews392@gmail.com,TR02667,
L00873,2024-07-20,2027-04-21,33,Standard,michael.wyatt8451@yahoo.com,TR02031,
L00874,2023-12-06,2026-08-16,32,Standard,elizabeth.brown8343@hotmail.com,TR01628,
L00875,2024-04-19,2025-11-06,19,Multipurpose,james.richardson6071@yahoo.com,TR01674,
L00876,2024-01-15,2024-09-19,8,Vehicle Storage,jenna.williams495@hotmail.com,TR02113,
L00877,2024-01-10,2027-10-09,45,Climate Controlled,willie.ortiz8797@hotmail.com,TR01262,D008
L00878,2025-04-06,2025-07-13,3,Standard,christopher.hernandez8335@gmail.com,TR00477,
L00879,2025-03-21,2026-11-08,20,Vehicle Storage,robert.miller1378@gmail.com,TR01286,
L00880,2024-09-05,2025-04-10,7,Multiple Access,judy.davis4241@yahoo.com,TR01995,
L00881,2025-07-23,2027-02-16,19,Vehicle Storage,faith.hicks9104@yahoo.com,TR00764,
L00882,2025-08-22,2026-11-13,15,Vehicle Storage,sarah.torres5320@hotmail.com,TR00165,
L00883,2024-03-03,2024-08-22,5,Multipurpose,heidi.gilmore7783@yahoo.com,TR02549,
L00884,2024-05-12,2024-07-05,2,Climate Controlled,natasha.dyer1925@hotmail.com,TR01607,
L00885,2024-12-10,2026-12-24,24,Climate Controlled,bryan.garcia5244@yahoo.com,TR00419,
L00886,2023-12-11,2025-02-08,14,Standard,justin.smith2575@hotmail.com,TR01112,
L00887,2024-04-24,2024-11-15,7,Multipurpose,joshua.white6627@hotmail.com,TR01932,
L00888,2024-12-12,2026-11-07,23,Vehicle Storage,matthew.walsh4371@yahoo.com,TR00063,D007
L00889,2024-06-03,2025-02-14,8,Multiple Access,tim.cox1815@hotmail.com,TR02229,
L00890,2024-06-30,2025-01-17,7,Multipurpose,rodney.mccullough7461@gmail.com,TR00961,
L00891,2025-08-05,2027-08-08,24,Multipurpose,tonya.jones4825@yahoo.com,TR00928,
L00892,2024-12-19,2025-12-07,12,Standard,joshua.brown7258@hotmail.com,TR00506,
L00893,2024-03-31,2026-11-27,32,Vehicle Storage,patty.white4861@hotmail.com,TR01658,
L00894,2025-07-04,2027-05-21,22,Vehicle Storage,kathryn.hall4620@gmail.com,TR00261,
L00895,2025-04-06,2025-05-11,1,Multipurpose,henry.franco2326@yahoo.com,TR00641,
L00896,2025-09-29,2026-09-24,12,Standard,rose.garcia1259@yahoo.com,TR01263,
L00897,2024-05-17,2025-08-08,15,Climate Controlled,patrick.anderson6323@gmail.com,TR01987,
L00898,2025-01-14,2025-08-07,7,Multiple Access,charles.frazier7799@gmail.com,TR01775,
L00899,2024-10-14,2025-09-16,11,Climate Controlled,michelle.walker9250@gmail.com,TR02082,
L00900,2024-09-13,2026-08-01,23,Standard,malik.rose3618@hotmail.com,TR02785,D009
L00901,2024-12-11,2025-11-14,11,Standard,david.brown4208@hotmail.com,TR00512,
L00902,2024-06-17,2026-07-30,25,Multipurpose,jimmy.stone9454@hotmail.com,TR02340,
L00903,2025-11-11,2027-08-21,21,Multiple Access,crystal.parks4747@gmail.com,TR00814,
L00904,2025-04-30,2027-07-26,27,Multiple Access,diane.robinson7671@gmail.com,TR02889,D005
L00905,2023-12-28,2024-01-06,1,Multiple Access,todd.moore4685@gmail.com,TR01338,
L00906,2024-12-08,2026-11-19,23,Climate Controlled,darin.george8259@gmail.com,TR02790,D003
L00907,2025-07-06,2025-07-11,0,Multipurpose,isaiah.clark2207@yahoo.com,TR01736,
L00908,2024-08-16,2027-06-30,34,Multipurpose,debra.hernandez6473@yahoo.com,TR00846,
L00909,2025-06-11,2026-08-10,14,Multipurpose,christopher.hernandez8335@gmail.com,TR01010,
L00910,2025-11-06,2026-12-08,13,Vehicle Storage,tammy.rubio8406@yahoo.com,TR02956,D005
L00911,2025-03-17,2025-12-05,9,Standard,david.mccormick5536@hotmail.com,TR01064,
L00912,2025-07-16,2027-01-16,18,Climate Controlled,greg.walker3476@yahoo.com,TR02108,
L00913,2025-07-09,2026-08-29,13,Multipurpose,david.gray4643@gmail.com,TR01732,
L00914,2024-12-01,2027-03-23,27,Multiple Access,ashley.price1287@gmail.com,TR01105,
L00915,2024-05-11,2025-12-02,19,Multiple Access,samuel.gonzalez2197@hotmail.com,TR00177,D001
L00916,2025-09-21,2026-09-17,12,Climate Controlled,donna.nelson4170@hotmail.com,TR00382,
L00917,2025-10-02,2027-01-19,15,Multiple Access,tiffany.hernandez2373@yahoo.com,TR01615,D006
L00918,2025-05-15,2025-06-12,1,Standard,melissa.steele7159@gmail.com,TR02153,
L00919,2024-06-03,2027-10-15,40,Multiple Access,michele.miller1729@gmail.com,TR02973,
L00920,2024-09-25,2027-09-26,36,Multiple Access,john.hale5571@hotmail.com,TR01629,
L00921,2025-01-10,2027-03-29,26,Vehicle Storage,brittany.jones7562@yahoo.com,TR01798,
L00922,2024-10-24,2027-06-12,32,Multipurpose,tina.warren5586@hotmail.com,TR01945,D008
L00923,2024-10-24,2025-03-17,5,Vehicle Storage,william.thompson5222@gmail.com,TR02832,
L00924,2025-02-18,2027-03-29,25,Standard,todd.moore4685@gmail.com,TR02959,D004
L00925,2024-04-01,2024-10-05,6,Multiple Access,thomas.stewart3468@yahoo.com,TR00206,
L00926,2025-09-15,2026-06-10,9,Vehicle Storage,troy.turner5668@hotmail.com,TR02342,
L00927,2024-10-17,2027-09-22,35,Climate Controlled,jared.mckenzie9515@gmail.com,TR00686,
L00928,2024-02-18,2024-06-09,4,Vehicle Storage,krista.snyder778@gmail.com,TR01467,
L00929,2025-09-23,2026-10-16,13,Vehicle Storage,christy.cooper3699@gmail.com,TR02720,
L00930,2025-04-16,2027-08-15,28,Multiple Access,robert.lutz6003@hotmail.com,TR02194,
L00931,2025-02-19,2027-09-08,31,Multipurpose,andrew.krause7872@yahoo.com,TR02076,
L00932,2025-06-03,2026-06-06,12,Climate Controlled,nicole.burgess3164@hotmail.com,TR01979,
L00933,2025-08-15,2026-02-17,6,Standard,jean.johnson4780@yahoo.com,TR02239,
L00934,2024-11-25,2026-01-26,14,Multiple Access,kevin.morris9162@yahoo.com,TR01576,
L00935,2024-10-16,2024-12-26,2,Climate Controlled,nathan.andersen601@hotmail.com,TR01245,D009
L00936,2025-10-06,2027-04-23,18,Multipurpose,brooke.rodriguez3819@gmail.com,TR00790,
L00937,2025-10-28,2027-06-09,20,Standard,emily.shaw3257@hotmail.com,TR00191,D008
L00938,2023-12-14,2027-10-18,46,Multiple Access,nicholas.davidson6134@gmail.com,TR01396,D006
L00939,2025-09-10,2026-10-13,13,Multiple Access,jessica.frey1932@hotmail.com,TR00652,D005
L00940,2025-09-30,2026-09-23,12,Vehicle Storage,meghan.wang4265@yahoo.com,TR01066,
L00941,2025-05-12,2027-07-06,26,Standard,sara.herrera1672@yahoo.com,TR01440,
L00942,2025-05-24,2027-05-18,24,Multiple Access,kyle.martinez5836@yahoo.com,TR02412,
L00943,2024-06-20,2026-01-17,19,Standard,james.conway5595@yahoo.com,TR02400,
L00944,2024-11-30,2027-01-05,26,Multiple Access,sarah.prince2799@hotmail.com,TR02999,
L00945,2025-01-01,2026-10-20,21,Vehicle Storage,timothy.rice6326@gmail.com,TR02434,
L00946,2024-11-26,2025-10-08,11,Multipurpose,tracey.garcia4306@yahoo.com,TR01871,
L00947,2025-02-19,2025-07-25,5,Vehicle Storage,kiara.powell9971@gmail.com,TR00626,
L00948,2023-12-01,2025-10-19,22,Multiple Access,kimberly.young5247@hotmail.com,TR02588,
L00949,2025-01-23,2027-01-24,24,Vehicle Storage,kimberly.kim3975@gmail.com,TR01246,
L00950,2024-11-14,2027-03-26,28,Climate Controlled,frederick.cuevas46@hotmail.com,TR01073,
L00951,2024-02-03,2027-01-04,35,Multipurpose,kim.ward6476@hotmail.com,TR00096,
L00952,2024-10-31,2026-10-02,24,Multipurpose,diane.nelson1657@hotmail.com,TR01464,
L00953,2024-03-20,2025-10-27,19,Vehicle Storage,melanie.rodriguez8908@yahoo.com,TR00526,
L00954,2025-04-17,2027-10-29,30,Vehicle Storage,troy.tate9157@hotmail.com,TR00323,
L00955,2024-03-01,2027-07-28,40,Climate Controlled,julie.rojas1106@yahoo.com,TR00078,
L00956,2025-03-10,2025-12-27,9,Climate Controlled,kevin.jones39@yahoo.com,TR01332,
L00957,2025-05-11,2026-09-26,16,Vehicle Storage,robert.flores3477@yahoo.com,TR02561,
L00958,2025-09-13,2026-05-05,8,Multiple Access,mark.bates678@gmail.com,TR01857,
L00959,2025-08-31,2025-12-20,4,Multiple Access,erica.johnson3084@yahoo.com,TR01261,D002
L00960,2024-10-09,2026-07-14,21,Multiple Access,patrick.lutz6957@yahoo.com,TR01583,
L00961,2024-09-05,2026-12-25,27,Multipurpose,kyle.williams7936@hotmail.com,TR02513,D002
L00962,2025-01-24,2026-06-26,17,Vehicle Storage,emma.rodriguez2791@yahoo.com,TR02706,
L00963,2025-07-22,2027-05-17,22,Climate Controlled,christopher.harris8009@yahoo.com,TR00517,
L00964,2025-01-14,2026-12-19,23,Climate Controlled,charles.frazier7799@gmail.com,TR01517,
L00965,2024-05-10,2026-10-24,29,Climate Controlled,lisa.flores3630@yahoo.com,TR02298,D003
L00966,2024-04-22,2026-03-28,23,Multipurpose,deborah.weaver2134@gmail.com,TR00410,
L00967,2024-06-17,2024-08-05,2,Multipurpose,melissa.garcia5663@gmail.com,TR02936,
L00968,2025-02-01,2027-02-28,24,Multipurpose,phillip.mack370@yahoo.com,TR02413,
L00969,2024-04-19,2027-01-27,33,Climate Controlled,jennifer.johnston3429@hotmail.com,TR01383,
L00970,2024-07-09,2025-04-27,9,Vehicle Storage,larry.romero8868@hotmail.com,TR00269,
L00971,2025-01-23,2027-09-12,32,Multipurpose,stephen.combs4412@hotmail.com,TR01976,
L00972,2025-09-19,2027-04-17,19,Multiple Access,mary.perez9708@gmail.com,TR02361,D003
L00973,2025-05-10,2026-01-04,8,Vehicle Storage,brian.robinson2294@hotmail.com,TR00332,
L00974,2025-10-23,2027-05-27,19,Multiple Access,amanda.martinez6794@gmail.com,TR01023,
L00975,2025-07-16,2027-10-19,27,Multiple Access,robert.allison9323@hotmail.com,TR00920,
L00976,2024-10-31,2026-10-16,24,Vehicle Storage,duane.sanchez5926@yahoo.com,TR01559,
L00977,2025-06-04,2025-08-21,2,Vehicle Storage,diamond.dominguez9631@gmail.com,TR01759,
L00978,2024-10-27,2026-04-25,18,Multipurpose,roger.avery4582@yahoo.com,TR00505,
L00979,2024-06-13,2027-07-14,37,Multipurpose,mario.daniels9522@yahoo.com,TR01563,D002
L00980,2024-09-28,2025-09-02,12,Multipurpose,alyssa.wiley9298@hotmail.com,TR02524,
L00981,2025-07-27,2027-04-06,21,Multipurpose,donna.martin4480@yahoo.com,TR02077,
L00982,2023-11-17,2026-12-18,37,Multiple Access,brian.robbins8331@yahoo.com,TR02777,
L00983,2025-06-29,2025-08-24,2,Multiple Access,melissa.wallace5846@yahoo.com,TR02853,
L00984,2024-09-09,2024-11-08,2,Multiple Access,jimmy.bates1012@hotmail.com,TR00291,D010
L00985,2025-10-04,2026-02-01,4,Vehicle Storage,jesse.jones6280@yahoo.com,TR01850,D008
L00986,2025-02-27,2025-12-16,10,Multiple Access,angela.green187@yahoo.com,TR02858,
L00987,2025-07-09,2025-12-11,5,Standard,leonard.medina1887@hotmail.com,TR00946,
L00988,2024-05-08,2027-01-15,32,Climate Controlled,rebecca.black5447@yahoo.com,TR01388,D002
L00989,2023-12-06,2027-02-19,38,Climate Controlled,adam.perez5114@yahoo.com,TR02867,D001
L00990,2025-08-27,2027-03-26,19,Multipurpose,ronald.washington6650@hotmail.com,TR00936,
L00991,2025-03-20,2027-08-30,29,Standard,edward.schmitt9993@gmail.com,TR01743,
L00992,2025-11-06,2027-10-14,23,Standard,richard.stewart1251@hotmail.com,TR02159,
L00993,2023-11-19,2025-07-22,20,Vehicle Storage,thomas.stewart3468@yahoo.com,TR02238,
L00994,2025-07-27,2026-05-13,10,Climate Controlled,michelle.davidson7015@gmail.com,TR01328,
L00995,2024-06-08,2025-05-29,11,Vehicle Storage,steven.berger3611@hotmail.com,TR02816,
L00996,2025-08-28,2027-08-20,24,Standard,lisa.harris7507@hotmail.com,TR02287,
L00997,2025-04-22,2025-05-11,1,Multiple Access,laura.pope3860@gmail.com,TR00926,
L00998,2024-12-20,2027-01-01,25,Multipurpose,john.jefferson7227@yahoo.com,TR02901,
L00999,2025-10-04,2027-06-14,20,Climate Controlled,jose.hernandez2620@yahoo.com,TR00934,
L01000,2025-07-21,2027-04-28,21,Climate Controlled,jesse.martin5508@hotmail.com,TR00108,D002
L01001,2025-05-24,2025-07-25,2,Climate Controlled,tara.lowe7973@yahoo.com,TR02663,
L01002,2025-05-21,2026-08-08,15,Vehicle Storage,laura.pope3860@gmail.com,TR00870,
L01003,2023-12-20,2024-10-30,10,Vehicle Storage,kirsten.roach4763@hotmail.com,TR01604,
L01004,2024-04-18,2027-02-01,34,Standard,richard.green3377@hotmail.com,TR01337,
L01005,2025-09-19,2027-06-30,21,Multiple Access,amy.reed9163@hotmail.com,TR01942,
L01006,2023-11-28,2026-05-18,30,Vehicle Storage,jesse.martin5508@hotmail.com,TR01052,
L01007,2024-06-13,2026-12-21,30,Multiple Access,tammy.davis9138@gmail.com,TR02163,
L01008,2025-10-19,2027-01-24,15,Climate Controlled,cassandra.jacobs2259@gmail.com,TR01577,D009
L01009,2024-01-23,2025-02-25,13,Multiple Access,martha.estrada7817@gmail.com,TR00701,
L01010,2025-02-06,2025-10-21,8,Standard,anthony.williams9843@gmail.com,TR01892,
L01011,2025-08-05,2026-12-03,16,Multipurpose,james.davis6814@gmail.com,TR02309,
L01012,2025-02-11,2027-09-16,31,Climate Controlled,chad.santana6731@gmail.com,TR00425,
L01013,2024-04-09,2025-03-02,11,Multiple Access,tyrone.johnson5569@hotmail.com,TR01130,
L01014,2024-03-03,2026-09-03,30,Multipurpose,lisa.lewis1995@gmail.com,TR01254,
L01015,2024-12-17,2027-07-30,31,Multiple Access,nicole.wu7537@yahoo.com,TR02745,D008
L01016,2025-01-11,2025-02-27,1,Standard,david.martinez2296@yahoo.com,TR01320,
L01017,2024-10-23,2027-03-22,29,Standard,aaron.watson9012@hotmail.com,TR00676,
L01018,2024-04-16,2025-02-16,10,Climate Controlled,kristina.garcia4595@yahoo.com,TR01822,
L01019,2025-11-12,2026-12-23,13,Multipurpose,amy.smith130@gmail.com,TR01394,
L01020,2025-04-18,2025-10-05,6,Multiple Access,kelly.bryant9164@yahoo.com,TR02143,
L01021,2025-04-23,2026-12-04,20,Vehicle Storage,sharon.figueroa4946@hotmail.com,TR01437,
L01022,2025-11-16,2027-09-16,22,Vehicle Storage,james.tran9721@hotmail.com,TR01447,
L01023,2025-09-14,2026-05-21,8,Climate Controlled,justin.reyes7575@yahoo.com,TR01809,
L01024,2024-10-30,2025-11-24,13,Standard,matthew.bishop8598@yahoo.com,TR01573,
L01025,2025-02-22,2027-06-09,28,Climate Controlled,erica.herrera8138@gmail.com,TR02893,
L01026,2024-03-28,2026-10-03,31,Multipurpose,kara.woodard8948@hotmail.com,TR01452,
L01027,2025-05-17,2026-07-15,14,Vehicle Storage,anthony.williams9843@gmail.com,TR01232,
L01028,2024-06-15,2025-07-23,13,Standard,shannon.rodriguez8255@hotmail.com,TR01153,
L01029,2024-07-26,2027-10-18,39,Multipurpose,kimberly.cordova6309@gmail.com,TR00456,
L01030,2024-10-13,2025-05-09,7,Multiple Access,rachel.allen3740@hotmail.com,TR00537,
L01031,2025-04-27,2027-04-20,24,Vehicle Storage,katherine.haney5862@yahoo.com,TR01685,
L01032,2024-04-26,2027-10-27,42,Multipurpose,warren.rubio2733@hotmail.com,TR00141,
L01033,2024-01-25,2027-07-26,42,Climate Controlled,lisa.mack5931@hotmail.com,TR00490,
L01034,2025-02-11,2025-02-18,0,Standard,megan.moore342@hotmail.com,TR01430,D002
L01035,2024-03-02,2026-09-29,30,Vehicle Storage,jeffrey.phillips8080@yahoo.com,TR02564,D002
L01036,2024-05-21,2026-12-24,31,Standard,ralph.allen8163@gmail.com,TR02229,
L01037,2024-04-18,2024-10-16,6,Standard,antonio.jones5904@yahoo.com,TR01682,D009
L01038,2024-09-01,2025-01-14,4,Climate Controlled,antonio.jones5904@yahoo.com,TR02628,D005
L01039,2025-11-13,2026-03-03,4,Multiple Access,nicole.porter3406@hotmail.com,TR01801,
L01040,2023-11-25,2026-08-22,33,Multipurpose,mike.meyer1943@gmail.com,TR00876,
L01041,2024-05-24,2027-04-04,35,Climate Controlled,bobby.banks8383@hotmail.com,TR02172,
L01042,2024-05-22,2025-11-18,18,Climate Controlled,anne.phillips3897@gmail.com,TR01109,
L01043,2025-08-13,2027-07-25,23,Climate Controlled,joshua.allen4585@yahoo.com,TR00218,
L01044,2025-01-07,2025-03-20,2,Climate Controlled,christopher.harris5773@hotmail.com,TR00215,
L01045,2024-12-19,2025-01-02,1,Climate Controlled,amber.young1071@gmail.com,TR00592,
L01046,2024-11-19,2025-02-19,3,Vehicle Storage,john.golden9423@gmail.com,TR01904,
L01047,2024-07-03,2025-04-08,9,Multipurpose,elaine.kim3157@hotmail.com,TR02309,
L01048,2024-02-12,2025-03-30,13,Multipurpose,scott.scott5934@gmail.com,TR01907,
L01049,2024-07-29,2026-07-22,24,Climate Controlled,ashley.simpson1801@gmail.com,TR01883,
L01050,2025-04-13,2027-10-14,30,Multiple Access,clarence.rivera7248@yahoo.com,TR02277,
L01051,2024-05-03,2027-03-31,34,Climate Controlled,megan.phillips1027@gmail.com,TR00164,
L01052,2024-03-16,2026-05-01,26,Vehicle Storage,elizabeth.rogers7739@gmail.com,TR01983,D006
L01053,2025-06-12,2027-05-25,23,Standard,adam.may4753@gmail.com,TR00104,
L01054,2023-12-25,2026-06-10,30,Climate Controlled,david.brown3559@gmail.com,TR01518,D002
L01055,2024-06-17,2026-06-17,24,Climate Controlled,michaela.murray492@yahoo.com,TR00238,
L01056,2024-03-05,2027-10-28,43,Standard,courtney.ray7991@yahoo.com,TR02508,
L01057,2023-11-19,2026-03-17,28,Multipurpose,christina.jenkins2636@hotmail.com,TR01348,D008
L01058,2025-08-19,2026-01-13,5,Multiple Access,curtis.scott9476@gmail.com,TR02941,
L01059,2025-07-11,2026-06-23,11,Climate Controlled,jill.fisher8243@hotmail.com,TR00540,
L01060,2023-11-25,2025-02-16,15,Climate Controlled,alexander.bolton1713@gmail.com,TR02358,
L01061,2025-04-12,2026-10-07,18,Standard,jessica.turner6137@hotmail.com,TR00953,
L01062,2024-12-19,2025-10-24,10,Vehicle Storage,jeffery.matthews392@gmail.com,TR00210,D010
L01063,2025-01-02,2025-10-29,9,Multipurpose,stephanie.ayala5053@hotmail.com,TR01102,
L01064,2024-01-26,2026-08-09,31,Multiple Access,jennifer.larson729@gmail.com,TR00828,
L01065,2024-10-03,2025-09-13,11,Vehicle Storage,tara.lowe7973@yahoo.com,TR01146,
L01066,2025-06-07,2027-01-24,19,Standard,shannon.thomas7635@hotmail.com,TR02001,
L01067,2024-12-17,2026-11-11,23,Multiple Access,bobby.frazier5318@yahoo.com,TR00585,D010
L01068,2024-01-05,2025-04-17,15,Standard,thomas.perez9684@yahoo.com,TR01809,D001
L01069,2024-11-20,2025-09-07,10,Multipurpose,amanda.blevins9022@yahoo.com,TR00128,
L01070,2025-01-05,2027-03-04,26,Multipurpose,hannah.carey3589@hotmail.com,TR00447,
L01071,2024-10-08,2025-06-08,8,Climate Controlled,tonya.gilbert684@gmail.com,TR01203,
L01072,2024-09-01,2026-09-22,24,Multiple Access,michael.henderson8204@hotmail.com,TR02593,
L01073,2025-05-16,2026-11-03,18,Vehicle Storage,dawn.salazar7490@yahoo.com,TR02159,
L01074,2025-08-29,2027-08-27,24,Vehicle Storage,mary.cervantes2922@hotmail.com,TR01937,
